From,To,Capacity,Length,FreeFlowTime,B,Power,SpeedLimit,CriticalSpeed,Lanes,overall_capacity,Overall_capacity
2485,1636,1000.0,0.19,0.175,0.282,4.0,65,50.7,2,2000.0,2000.0
2486,4691,400.0,0.62,0.93,0.667,4.0,40,24.0,1,400.0,400.0
2486,4693,400.0,0.44,0.66,0.667,4.0,40,24.0,1,400.0,400.0
2486,283,1800.0,0.21,0.525,0.0,4.0,24,24.0,5,9000.0,9000.0
2487,1644,400.0,0.16,0.24,0.667,4.0,40,24.0,1,400.0,400.0
2487,1822,400.0,0.24,0.36,0.667,4.0,40,24.0,1,400.0,400.0
2487,241,100.0,0.2,0.5,0.0,4.0,24,24.0,5,500.0,500.0
2488,2489,400.0,1.33,1.773,0.667,4.0,45,27.0,1,400.0,400.0
2488,2541,800.0,0.11,0.094,0.282,4.0,70,54.6,2,1600.0,1600.0
2488,1905,800.0,0.74,0.634,0.282,4.0,70,54.6,2,1600.0,1600.0
2489,1906,400.0,0.77,1.027,0.667,4.0,45,27.0,1,400.0,400.0
2489,2488,400.0,1.33,1.773,0.667,4.0,45,27.0,1,400.0,400.0
2490,3331,800.0,0.49,0.452,0.282,4.0,65,50.7,1,800.0,800.0
2490,1205,800.0,0.26,0.26,0.282,4.0,60,46.8,1,800.0,800.0
2491,3331,800.0,0.51,0.471,0.282,4.0,65,50.7,1,800.0,800.0
2491,2476,800.0,0.32,0.295,0.282,4.0,65,50.7,1,800.0,800.0
2491,96,1800.0,0.43,1.075,0.0,4.0,24,24.0,5,9000.0,9000.0
2492,2514,400.0,0.74,0.987,0.667,4.0,45,27.0,1,400.0,400.0
2492,2481,400.0,0.76,1.013,0.667,4.0,45,27.0,1,400.0,400.0
2492,890,1800.0,0.38,0.95,0.0,4.0,24,24.0,5,9000.0,9000.0
2493,1667,400.0,0.24,0.36,0.667,4.0,40,24.0,1,400.0,400.0
2493,2212,400.0,0.11,0.165,0.667,4.0,40,24.0,1,400.0,400.0
2493,262,1800.0,0.12,0.3,0.0,4.0,24,24.0,5,9000.0,9000.0
2494,3985,900.0,0.48,0.524,0.282,4.0,55,42.9,2,1800.0,1800.0
2494,1821,900.0,0.43,0.43,0.282,4.0,60,46.8,2,1800.0,1800.0
2494,244,1800.0,0.24,0.6,0.0,4.0,24,24.0,5,9000.0,9000.0
2495,1589,400.0,0.11,0.165,0.667,4.0,40,24.0,1,400.0,400.0
2495,1602,400.0,0.24,0.36,0.667,4.0,40,24.0,1,400.0,400.0
2496,4685,400.0,0.12,0.16,0.667,4.0,45,27.0,1,400.0,400.0
2496,1706,400.0,0.13,0.173,0.667,4.0,45,27.0,1,400.0,400.0
2496,487,1800.0,0.05,0.125,0.0,4.0,24,24.0,5,9000.0,9000.0
2497,1188,600.0,0.47,0.627,0.667,4.0,45,27.0,1,600.0,600.0
2497,1193,400.0,0.24,0.32,0.667,4.0,45,27.0,1,400.0,400.0
2497,2404,600.0,0.45,0.6,0.667,4.0,45,27.0,1,600.0,600.0
2498,3132,400.0,0.14,0.187,0.667,4.0,45,27.0,1,400.0,400.0
2498,3332,400.0,0.23,0.345,0.667,4.0,40,24.0,1,400.0,400.0
2498,4779,400.0,0.28,0.373,0.667,4.0,45,27.0,1,400.0,400.0
2499,3332,400.0,0.08,0.12,0.667,4.0,40,24.0,1,400.0,400.0
2499,1123,600.0,0.07,0.076,0.667,4.0,55,33.0,1,600.0,600.0
2499,1124,600.0,0.4,0.48,0.667,4.0,50,30.0,1,600.0,600.0
2500,2504,400.0,0.2,0.3,0.667,4.0,40,24.0,1,400.0,400.0
2500,4273,1000.0,0.09,0.09,0.282,4.0,60,46.8,2,2000.0,2000.0
2500,1092,1000.0,0.22,0.22,0.282,4.0,60,46.8,2,2000.0,2000.0
2501,2504,400.0,0.08,0.12,0.667,4.0,40,24.0,1,400.0,400.0
2501,1093,400.0,0.22,0.33,0.667,4.0,40,24.0,1,400.0,400.0
2501,1094,400.0,0.21,0.315,0.667,4.0,40,24.0,1,400.0,400.0
2502,2503,400.0,0.28,0.42,0.667,4.0,40,24.0,1,400.0,400.0
2502,1092,1000.0,0.24,0.24,0.282,4.0,60,46.8,2,2000.0,2000.0
2502,1095,1000.0,0.14,0.14,0.282,4.0,60,46.8,2,2000.0,2000.0
2503,4675,400.0,0.12,0.18,0.667,4.0,40,24.0,1,400.0,400.0
2503,1096,400.0,0.14,0.21,0.667,4.0,40,24.0,1,400.0,400.0
2503,2502,400.0,0.28,0.42,0.667,4.0,40,24.0,1,400.0,400.0
2503,1048,1800.0,0.07,0.175,0.0,4.0,24,24.0,5,9000.0,9000.0
2504,2500,400.0,0.2,0.3,0.667,4.0,40,24.0,1,400.0,400.0
2504,2501,400.0,0.08,0.12,0.667,4.0,40,24.0,1,400.0,400.0
2504,711,1800.0,0.12,0.3,0.0,4.0,24,24.0,5,9000.0,9000.0
2505,1635,400.0,0.1,0.15,0.667,4.0,40,24.0,1,400.0,400.0
2505,1658,400.0,0.16,0.24,0.667,4.0,40,24.0,1,400.0,400.0
2506,1652,400.0,0.25,0.375,0.667,4.0,40,24.0,1,400.0,400.0
2506,1654,400.0,0.08,0.12,0.667,4.0,40,24.0,1,400.0,400.0
2507,4562,800.0,0.18,0.196,0.282,4.0,55,42.9,2,1600.0,1600.0
2507,1607,800.0,0.21,0.252,0.282,4.0,50,39.0,2,1600.0,1600.0
2508,2510,400.0,0.13,0.195,0.667,4.0,40,24.0,1,400.0,400.0
2508,4292,600.0,0.14,0.168,0.667,4.0,50,30.0,1,600.0,600.0
2508,1490,600.0,0.22,0.264,0.667,4.0,50,30.0,1,600.0,600.0
2509,2510,400.0,0.2,0.3,0.667,4.0,40,24.0,1,400.0,400.0
2509,2664,400.0,0.07,0.093,0.667,4.0,45,27.0,1,400.0,400.0
2509,1491,400.0,0.16,0.213,0.667,4.0,45,27.0,1,400.0,400.0
2509,340,1800.0,0.2,0.5,0.0,4.0,24,24.0,5,9000.0,9000.0
2510,2508,400.0,0.13,0.195,0.667,4.0,40,24.0,1,400.0,400.0
2510,2509,400.0,0.2,0.3,0.667,4.0,40,24.0,1,400.0,400.0
2510,336,100.0,0.14,0.35,0.0,4.0,24,24.0,5,500.0,500.0
2511,4634,400.0,0.13,0.173,0.667,4.0,45,27.0,1,400.0,400.0
2511,1458,400.0,0.22,0.293,0.667,4.0,45,27.0,1,400.0,400.0
2511,351,1800.0,0.23,0.575,0.0,4.0,24,24.0,5,9000.0,9000.0
2512,3239,500.0,0.1,0.2,0.667,4.0,30,18.0,1,500.0,500.0
2512,1387,1000.0,0.42,0.458,0.282,4.0,55,42.9,2,2000.0,2000.0
2512,1391,1000.0,0.06,0.065,0.282,4.0,55,42.9,2,2000.0,2000.0
2513,2595,400.0,0.07,0.12,0.667,4.0,35,21.0,1,400.0,400.0
2513,4478,800.0,0.11,0.147,0.282,4.0,45,35.1,1,800.0,800.0
2513,1325,800.0,0.17,0.204,0.282,4.0,50,39.0,1,800.0,800.0
2514,2515,400.0,0.9,1.2,0.667,4.0,45,27.0,1,400.0,400.0
2514,2492,400.0,0.74,0.987,0.667,4.0,45,27.0,1,400.0,400.0
2515,2517,400.0,0.39,0.52,0.667,4.0,45,27.0,1,400.0,400.0
2515,2514,400.0,0.9,1.2,0.667,4.0,45,27.0,1,400.0,400.0
2515,197,1800.0,0.48,1.2,0.0,4.0,24,24.0,5,9000.0,9000.0
2516,2859,600.0,0.05,0.075,0.667,4.0,40,24.0,1,600.0,600.0
2516,1307,500.0,0.17,0.255,0.667,4.0,40,24.0,1,500.0,500.0
2516,2425,600.0,0.28,0.42,0.667,4.0,40,24.0,1,600.0,600.0
2517,2534,800.0,0.46,0.425,0.282,4.0,65,50.7,1,800.0,800.0
2517,3013,800.0,0.93,0.858,0.282,4.0,65,50.7,1,800.0,800.0
2517,2515,400.0,0.39,0.52,0.667,4.0,45,27.0,1,400.0,400.0
2518,3012,400.0,0.16,0.32,0.667,4.0,30,18.0,1,400.0,400.0
2518,2455,400.0,0.45,0.9,0.667,4.0,30,18.0,1,400.0,400.0
2518,224,1800.0,0.23,0.575,0.0,4.0,24,24.0,5,9000.0,9000.0
2519,1194,1000.0,0.1,0.109,0.282,4.0,55,42.9,2,2000.0,2000.0
2519,1199,1000.0,0.1,0.12,0.282,4.0,50,39.0,2,2000.0,2000.0
2520,1197,400.0,0.1,0.133,0.667,4.0,45,27.0,1,400.0,400.0
2520,1198,400.0,0.1,0.133,0.667,4.0,45,27.0,1,400.0,400.0
2521,3133,400.0,0.11,0.22,0.667,4.0,30,18.0,1,400.0,400.0
2521,2170,400.0,0.39,0.585,0.667,4.0,40,24.0,1,400.0,400.0
2522,3133,400.0,0.38,0.57,0.667,4.0,40,24.0,1,400.0,400.0
2522,2040,400.0,0.05,0.075,0.667,4.0,40,24.0,1,400.0,400.0
2522,2170,400.0,0.31,0.465,0.667,4.0,40,24.0,1,400.0,400.0
2523,2525,400.0,0.32,0.48,0.667,4.0,40,24.0,1,400.0,400.0
2523,3335,400.0,0.06,0.08,0.667,4.0,45,27.0,1,400.0,400.0
2523,1126,400.0,0.06,0.08,0.667,4.0,45,27.0,1,400.0,400.0
2524,2525,400.0,0.11,0.165,0.667,4.0,40,24.0,1,400.0,400.0
2524,3483,400.0,0.08,0.107,0.667,4.0,45,27.0,1,400.0,400.0
2524,4698,400.0,0.37,0.493,0.667,4.0,45,27.0,1,400.0,400.0
2525,2526,400.0,0.15,0.225,0.667,4.0,40,24.0,1,400.0,400.0
2525,2523,400.0,0.32,0.48,0.667,4.0,40,24.0,1,400.0,400.0
2525,2524,400.0,0.11,0.165,0.667,4.0,40,24.0,1,400.0,400.0
2526,3325,400.0,0.12,0.16,0.667,4.0,45,27.0,1,400.0,400.0
2526,3335,400.0,0.18,0.24,0.667,4.0,45,27.0,1,400.0,400.0
2526,2525,400.0,0.15,0.225,0.667,4.0,40,24.0,1,400.0,400.0
2527,3188,400.0,0.28,0.48,0.667,4.0,35,21.0,1,400.0,400.0
2527,3867,400.0,0.21,0.36,0.667,4.0,35,21.0,1,400.0,400.0
2527,608,1800.0,0.28,0.7,0.0,4.0,24,24.0,5,9000.0,9000.0
2528,3012,400.0,0.23,0.46,0.667,4.0,30,18.0,1,400.0,400.0
2528,4436,800.0,0.12,0.24,0.282,4.0,30,23.4,1,800.0,800.0
2528,2455,400.0,0.42,0.84,0.667,4.0,30,18.0,1,400.0,400.0
2529,1825,800.0,0.14,0.153,0.282,4.0,55,42.9,1,800.0,800.0
2529,2035,1200.0,0.3,0.327,0.282,4.0,55,42.9,1,1200.0,1200.0
2529,2171,400.0,0.48,0.96,0.667,4.0,30,18.0,1,400.0,400.0
2530,3650,400.0,0.9,1.8,0.667,4.0,30,18.0,1,400.0,400.0
2530,1891,400.0,0.12,0.144,0.667,4.0,50,30.0,1,400.0,400.0
2530,2180,400.0,0.3,0.36,0.667,4.0,50,30.0,1,400.0,400.0
2531,3650,400.0,0.73,1.46,0.667,4.0,30,18.0,1,400.0,400.0
2531,1895,600.0,0.08,0.107,0.667,4.0,45,27.0,1,600.0,600.0
2531,1947,600.0,0.51,0.612,0.667,4.0,50,30.0,1,600.0,600.0
2531,44,1800.0,0.19,0.475,0.0,4.0,24,24.0,5,9000.0,9000.0
2532,2728,400.0,0.2,0.4,0.667,4.0,30,18.0,1,400.0,400.0
2532,2992,400.0,0.15,0.3,0.667,4.0,30,18.0,1,400.0,400.0
2532,1883,400.0,0.69,1.38,0.667,4.0,30,18.0,1,400.0,400.0
2533,2766,400.0,0.24,0.48,0.667,4.0,30,18.0,1,400.0,400.0
2533,2769,400.0,0.67,1.34,0.667,4.0,30,18.0,1,400.0,400.0
2533,71,1800.0,0.19,0.475,0.0,4.0,24,24.0,5,9000.0,9000.0
2534,1908,800.0,0.33,0.305,0.282,4.0,65,50.7,1,800.0,800.0
2534,2517,800.0,0.46,0.425,0.282,4.0,65,50.7,1,800.0,800.0
2535,2542,800.0,0.4,0.32,0.282,4.0,75,58.5,1,800.0,800.0
2535,1908,800.0,0.59,0.472,0.282,4.0,75,58.5,1,800.0,800.0
2538,2804,700.0,0.3,0.4,0.667,4.0,45,27.0,2,1400.0,1400.0
2538,2924,700.0,0.19,0.253,0.667,4.0,45,27.0,2,1400.0,1400.0
2538,166,1800.0,0.1,0.25,0.0,4.0,24,24.0,5,9000.0,9000.0
2538,901,1800.0,0.15,0.375,0.0,4.0,24,24.0,5,9000.0,9000.0
2540,2544,1100.0,0.36,0.332,0.282,4.0,65,50.7,2,2200.0,2200.0
2540,1338,1100.0,0.21,0.252,0.282,4.0,50,39.0,2,2200.0,2200.0
2541,1907,800.0,0.43,0.369,0.282,4.0,70,54.6,2,1600.0,1600.0
2541,2488,800.0,0.11,0.094,0.282,4.0,70,54.6,2,1600.0,1600.0
2542,1907,800.0,0.28,0.224,0.282,4.0,75,58.5,1,800.0,800.0
2542,2535,800.0,0.4,0.32,0.282,4.0,75,58.5,1,800.0,800.0
2542,193,1800.0,0.63,1.575,0.0,4.0,24,24.0,5,9000.0,9000.0
2543,2735,600.0,0.13,0.156,0.667,4.0,50,30.0,1,600.0,600.0
2543,1322,600.0,0.16,0.192,0.667,4.0,50,30.0,1,600.0,600.0
2544,2931,400.0,0.59,0.885,0.667,4.0,40,24.0,1,400.0,400.0
2544,3497,1100.0,0.23,0.212,0.282,4.0,65,50.7,2,2200.0,2200.0
2544,2540,1100.0,0.36,0.332,0.282,4.0,65,50.7,2,2200.0,2200.0
2546,2598,1100.0,0.18,0.154,0.282,4.0,70,54.6,3,3300.0,3300.0
2546,3137,1100.0,0.29,0.249,0.282,4.0,70,54.6,3,3300.0,3300.0
2547,2951,800.0,0.45,0.415,0.282,4.0,65,50.7,2,1600.0,1600.0
2547,3141,800.0,0.28,0.258,0.282,4.0,65,50.7,2,1600.0,1600.0
2547,111,1800.0,0.16,0.4,0.0,4.0,24,24.0,5,9000.0,9000.0
2548,3564,800.0,0.43,0.344,0.282,4.0,75,58.5,2,1600.0,1600.0
2548,3741,400.0,0.1,0.15,0.667,4.0,40,24.0,1,400.0,400.0
2548,3846,400.0,0.2,0.4,0.667,4.0,30,18.0,1,400.0,400.0
2548,2002,800.0,0.22,0.24,0.282,4.0,55,42.9,2,1600.0,1600.0
2549,3159,600.0,0.84,0.916,0.667,4.0,55,33.0,1,600.0,600.0
2549,2208,600.0,0.49,0.535,0.667,4.0,55,33.0,1,600.0,600.0
2549,223,1800.0,0.22,0.55,0.0,4.0,24,24.0,5,9000.0,9000.0
2550,2580,600.0,0.36,0.393,0.667,4.0,55,33.0,1,600.0,600.0
2550,1917,600.0,0.14,0.153,0.667,4.0,55,33.0,1,600.0,600.0
2550,130,1800.0,0.12,0.3,0.0,4.0,24,24.0,5,9000.0,9000.0
2551,4243,900.0,0.14,0.168,0.282,4.0,50,39.0,3,2700.0,2700.0
2551,2091,900.0,0.36,0.432,0.282,4.0,50,39.0,3,2700.0,2700.0
2551,2480,800.0,0.05,0.086,0.282,4.0,35,27.3,1,800.0,800.0
2551,681,1800.0,0.08,0.2,0.0,4.0,24,24.0,5,9000.0,9000.0
2552,3945,900.0,0.41,0.41,0.282,4.0,60,46.8,2,1800.0,1800.0
2552,4048,1000.0,0.98,0.98,0.282,4.0,60,46.8,2,2000.0,2000.0
2552,246,1800.0,0.42,1.05,0.0,4.0,24,24.0,5,9000.0,9000.0
2552,248,1800.0,0.48,1.2,0.0,4.0,24,24.0,5,9000.0,9000.0
2553,2738,1100.0,0.11,0.102,0.282,4.0,65,50.7,2,2200.0,2200.0
2553,4040,1100.0,0.32,0.384,0.282,4.0,50,39.0,2,2200.0,2200.0
2553,265,1800.0,0.11,0.275,0.0,4.0,24,24.0,5,9000.0,9000.0
2553,279,1800.0,0.12,0.3,0.0,4.0,24,24.0,5,9000.0,9000.0
2554,2747,900.0,0.19,0.207,0.282,4.0,55,42.9,2,1800.0,1800.0
2554,1634,900.0,0.16,0.175,0.282,4.0,55,42.9,2,1800.0,1800.0
2554,251,1800.0,0.08,0.2,0.0,4.0,24,24.0,5,9000.0,9000.0
2555,1316,400.0,0.11,0.147,0.667,4.0,45,27.0,1,400.0,400.0
2555,2185,400.0,0.27,0.36,0.667,4.0,45,27.0,1,400.0,400.0
2555,63,1800.0,0.12,0.3,0.0,4.0,24,24.0,5,9000.0,9000.0
2556,3999,1000.0,0.22,0.24,0.282,4.0,55,42.9,2,2000.0,2000.0
2556,2229,1000.0,0.38,0.351,0.282,4.0,65,50.7,2,2000.0,2000.0
2556,256,1800.0,0.28,0.7,0.0,4.0,24,24.0,5,9000.0,9000.0
2556,431,1800.0,0.51,1.275,0.0,4.0,24,24.0,5,9000.0,9000.0
2557,2558,600.0,0.36,0.48,0.667,4.0,45,27.0,1,600.0,600.0
2557,3485,400.0,0.31,0.531,0.667,4.0,35,21.0,1,400.0,400.0
2557,1994,600.0,0.32,0.549,0.667,4.0,35,21.0,1,600.0,600.0
2557,272,1800.0,0.14,0.35,0.0,4.0,24,24.0,5,9000.0,9000.0
2558,2773,600.0,0.27,0.36,0.667,4.0,45,27.0,1,600.0,600.0
2558,2557,600.0,0.36,0.48,0.667,4.0,45,27.0,1,600.0,600.0
2559,3487,400.0,0.26,0.446,0.667,4.0,35,21.0,1,400.0,400.0
2559,3700,400.0,0.23,0.345,0.667,4.0,40,24.0,1,400.0,400.0
2559,2202,400.0,0.35,0.525,0.667,4.0,40,24.0,1,400.0,400.0
2559,273,1800.0,0.3,0.75,0.0,4.0,24,24.0,5,9000.0,9000.0
2560,2813,1100.0,0.34,0.34,0.282,4.0,60,46.8,2,2200.0,2200.0
2560,1375,1100.0,0.6,0.6,0.282,4.0,60,46.8,2,2200.0,2200.0
2560,310,1800.0,0.31,0.775,0.0,4.0,24,24.0,5,9000.0,9000.0
2561,2828,400.0,0.52,0.624,0.667,4.0,50,30.0,1,400.0,400.0
2561,2829,400.0,0.33,0.396,0.667,4.0,50,30.0,1,400.0,400.0
2562,2694,600.0,0.17,0.204,0.667,4.0,50,30.0,1,600.0,600.0
2562,1395,800.0,0.12,0.16,0.282,4.0,45,35.1,1,800.0,800.0
2562,397,1800.0,0.14,0.35,0.0,4.0,24,24.0,5,9000.0,9000.0
2562,402,1800.0,0.39,0.975,0.0,4.0,24,24.0,5,9000.0,9000.0
2563,1960,800.0,0.32,0.349,0.282,4.0,55,42.9,2,1600.0,1600.0
2563,2110,800.0,0.9,0.9,0.282,4.0,60,46.8,1,800.0,800.0
2563,176,1800.0,0.67,1.675,0.0,4.0,24,24.0,5,9000.0,9000.0
2564,4769,800.0,0.11,0.094,0.282,4.0,70,54.6,2,1600.0,1600.0
2564,4771,600.0,0.07,0.056,0.667,4.0,75,45.0,1,600.0,600.0
2564,4772,800.0,0.09,0.083,0.282,4.0,65,50.7,2,1600.0,1600.0
2565,3032,400.0,0.22,0.293,0.667,4.0,45,27.0,1,400.0,400.0
2565,1229,400.0,0.62,0.827,0.667,4.0,45,27.0,1,400.0,400.0
2565,759,1800.0,0.14,0.35,0.0,4.0,24,24.0,5,9000.0,9000.0
2566,1245,800.0,0.18,0.196,0.282,4.0,55,42.9,1,800.0,800.0
2566,1249,800.0,0.23,0.251,0.282,4.0,55,42.9,1,800.0,800.0
2566,757,1800.0,0.16,0.4,0.0,4.0,24,24.0,5,9000.0,9000.0
2567,1255,800.0,0.19,0.228,0.282,4.0,50,39.0,2,1600.0,1600.0
2567,1256,800.0,0.22,0.264,0.282,4.0,50,39.0,2,1600.0,1600.0
2567,758,1800.0,0.12,0.3,0.0,4.0,24,24.0,5,9000.0,9000.0
2568,3035,800.0,0.15,0.18,0.282,4.0,50,39.0,2,1600.0,1600.0
2568,1255,800.0,0.27,0.324,0.282,4.0,50,39.0,2,1600.0,1600.0
2568,758,1800.0,0.25,0.625,0.0,4.0,24,24.0,5,9000.0,9000.0
2568,1056,1800.0,0.21,0.525,0.0,4.0,24,24.0,5,9000.0,9000.0
2569,2999,800.0,0.06,0.08,0.282,4.0,45,35.1,2,1600.0,1600.0
2569,1257,800.0,0.57,0.622,0.282,4.0,55,42.9,1,800.0,800.0
2570,3670,400.0,0.25,0.333,0.667,4.0,45,27.0,1,400.0,400.0
2570,1227,400.0,0.12,0.16,0.667,4.0,45,27.0,1,400.0,400.0
2571,1262,400.0,0.07,0.093,0.667,4.0,45,27.0,1,400.0,400.0
2571,1269,400.0,0.12,0.16,0.667,4.0,45,27.0,1,400.0,400.0
2571,798,1800.0,0.09,0.225,0.0,4.0,24,24.0,5,9000.0,9000.0
2572,2450,400.0,0.5,0.667,0.667,4.0,45,27.0,1,400.0,400.0
2573,2574,900.0,0.34,0.371,0.282,4.0,55,42.9,2,1800.0,1800.0
2573,1261,900.0,0.05,0.055,0.282,4.0,55,42.9,2,1800.0,1800.0
2574,2045,900.0,0.44,0.48,0.282,4.0,55,42.9,2,1800.0,1800.0
2574,2573,900.0,0.34,0.371,0.282,4.0,55,42.9,2,1800.0,1800.0
2574,785,1800.0,0.32,0.8,0.0,4.0,24,24.0,5,9000.0,9000.0
2574,786,1800.0,0.36,0.9,0.0,4.0,24,24.0,5,9000.0,9000.0
2575,3001,900.0,0.27,0.249,0.282,4.0,65,50.7,1,900.0,900.0
2575,1261,900.0,0.34,0.371,0.282,4.0,55,42.9,1,900.0,900.0
2575,788,1800.0,0.17,0.425,0.0,4.0,24,24.0,5,9000.0,9000.0
2576,3055,800.0,0.29,0.29,0.282,4.0,60,46.8,1,800.0,800.0
2576,2408,800.0,0.09,0.09,0.282,4.0,60,46.8,1,800.0,800.0
2576,791,1800.0,0.23,0.575,0.0,4.0,24,24.0,5,9000.0,9000.0
2577,2143,400.0,0.31,0.372,0.667,4.0,50,30.0,1,400.0,400.0
2577,2178,400.0,0.17,0.204,0.667,4.0,50,30.0,1,400.0,400.0
2577,812,1800.0,0.09,0.225,0.0,4.0,24,24.0,5,9000.0,9000.0
2578,1907,800.0,0.5,0.5,0.282,4.0,60,46.8,1,800.0,800.0
2578,1924,800.0,0.38,0.38,0.282,4.0,60,46.8,1,800.0,800.0
2579,1950,500.0,0.09,0.154,0.667,4.0,35,21.0,1,500.0,500.0
2579,2439,500.0,0.09,0.154,0.667,4.0,35,21.0,1,500.0,500.0
2579,828,1800.0,0.05,0.125,0.0,4.0,24,24.0,5,9000.0,9000.0
2580,1925,600.0,0.06,0.065,0.667,4.0,55,33.0,1,600.0,600.0
2580,2550,600.0,0.36,0.393,0.667,4.0,55,33.0,1,600.0,600.0
2581,3336,400.0,0.39,0.52,0.667,4.0,45,27.0,1,400.0,400.0
2581,4280,400.0,0.33,0.44,0.667,4.0,45,27.0,1,400.0,400.0
2581,290,1800.0,0.42,1.05,0.0,4.0,24,24.0,5,9000.0,9000.0
2582,2589,800.0,0.07,0.168,0.282,4.0,25,19.5,1,800.0,800.0
2582,3097,800.0,0.34,0.453,0.282,4.0,45,35.1,2,1600.0,1600.0
2582,1715,800.0,0.07,0.14,0.282,4.0,30,23.4,3,2400.0,2400.0
2583,2584,800.0,0.06,0.144,0.282,4.0,25,19.5,1,800.0,800.0
2583,4294,900.0,0.14,0.187,0.282,4.0,45,35.1,2,1800.0,1800.0
2583,1715,900.0,0.06,0.12,0.282,4.0,30,23.4,3,2700.0,2700.0
2584,1715,1800.0,0.08,0.12,0.282,4.0,40,31.2,2,3600.0,3600.0
2584,2405,1100.0,0.18,0.196,0.282,4.0,55,42.9,2,2200.0,2200.0
2585,4238,600.0,0.05,0.067,0.667,4.0,45,27.0,1,600.0,600.0
2585,1828,600.0,0.84,1.008,0.667,4.0,50,30.0,1,600.0,600.0
2585,555,1800.0,0.37,0.925,0.0,4.0,24,24.0,5,9000.0,9000.0
2586,3788,600.0,0.05,0.067,0.667,4.0,45,27.0,1,600.0,600.0
2586,1723,600.0,0.21,0.28,0.667,4.0,45,27.0,1,600.0,600.0
2586,506,1800.0,0.1,0.25,0.0,4.0,24,24.0,5,9000.0,9000.0
2586,1037,1800.0,0.12,0.3,0.0,4.0,24,24.0,5,9000.0,9000.0
2587,3406,400.0,0.17,0.34,0.667,4.0,30,18.0,1,400.0,400.0
2587,4236,900.0,0.24,0.288,0.282,4.0,50,39.0,2,1800.0,1800.0
2587,1717,900.0,0.22,0.264,0.282,4.0,50,39.0,2,1800.0,1800.0
2587,1004,1800.0,0.1,0.25,0.0,4.0,24,24.0,5,9000.0,9000.0
2588,1722,1000.0,0.21,0.229,0.282,4.0,55,42.9,2,2000.0,2000.0
2588,1725,1000.0,0.18,0.216,0.282,4.0,50,39.0,2,2000.0,2000.0
2588,508,1800.0,0.1,0.25,0.0,4.0,24,24.0,5,9000.0,9000.0
2589,1715,1800.0,0.09,0.135,0.282,4.0,40,31.2,2,3600.0,3600.0
2589,2037,1100.0,0.05,0.067,0.282,4.0,45,35.1,3,3300.0,3300.0
2590,2767,400.0,0.29,0.58,0.667,4.0,30,18.0,1,400.0,400.0
2590,2768,400.0,0.31,0.62,0.667,4.0,30,18.0,1,400.0,400.0
2590,73,1800.0,0.17,0.425,0.0,4.0,24,24.0,5,9000.0,9000.0
2591,3140,400.0,0.49,0.653,0.667,4.0,45,27.0,1,400.0,400.0
2591,3337,400.0,0.2,0.267,0.667,4.0,45,27.0,1,400.0,400.0
2591,117,1800.0,0.26,0.65,0.0,4.0,24,24.0,5,9000.0,9000.0
2591,955,1800.0,0.21,0.525,0.0,4.0,24,24.0,5,9000.0,9000.0
2592,3466,400.0,0.26,0.284,0.667,4.0,55,33.0,1,400.0,400.0
2592,2120,400.0,0.67,0.731,0.667,4.0,55,33.0,1,400.0,400.0
2593,1922,400.0,0.14,0.187,0.667,4.0,45,27.0,1,400.0,400.0
2593,1935,400.0,0.41,0.547,0.667,4.0,45,27.0,1,400.0,400.0
2593,128,1800.0,0.3,0.75,0.0,4.0,24,24.0,5,9000.0,9000.0
2594,2595,400.0,0.13,0.223,0.667,4.0,35,21.0,1,400.0,400.0
2594,2611,400.0,0.13,0.223,0.667,4.0,35,21.0,1,400.0,400.0
2595,2482,400.0,0.14,0.24,0.667,4.0,35,21.0,1,400.0,400.0
2595,2513,400.0,0.07,0.12,0.667,4.0,35,21.0,1,400.0,400.0
2595,2594,400.0,0.13,0.223,0.667,4.0,35,21.0,1,400.0,400.0
2595,58,1800.0,0.15,0.375,0.0,4.0,24,24.0,5,9000.0,9000.0
2596,3301,600.0,3.06,2.623,0.667,4.0,70,42.0,1,600.0,600.0
2596,3697,600.0,1.31,1.209,0.667,4.0,65,39.0,1,600.0,600.0
2596,100,1800.0,1.05,2.625,0.0,4.0,24,24.0,5,9000.0,9000.0
2597,3437,600.0,0.12,0.206,0.667,4.0,35,21.0,1,600.0,600.0
2597,4465,1100.0,0.26,0.208,0.282,4.0,75,58.5,2,2200.0,2200.0
2597,4696,1100.0,0.77,0.616,0.282,4.0,75,58.5,2,2200.0,2200.0
2597,138,1800.0,0.42,1.05,0.0,4.0,24,24.0,5,9000.0,9000.0
2598,2599,600.0,0.05,0.075,0.667,4.0,40,24.0,1,600.0,600.0
2598,2600,1100.0,0.34,0.314,0.282,4.0,65,50.7,3,3300.0,3300.0
2598,2546,1100.0,0.18,0.154,0.282,4.0,70,54.6,3,3300.0,3300.0
2599,2601,600.0,0.38,0.507,0.667,4.0,45,27.0,1,600.0,600.0
2599,3414,600.0,0.31,0.413,0.667,4.0,45,27.0,1,600.0,600.0
2599,2598,600.0,0.05,0.075,0.667,4.0,40,24.0,1,600.0,600.0
2600,3559,1100.0,0.39,0.36,0.282,4.0,65,50.7,3,3300.0,3300.0
2600,2598,1100.0,0.34,0.314,0.282,4.0,65,50.7,3,3300.0,3300.0
2601,3415,600.0,0.35,0.42,0.667,4.0,50,30.0,1,600.0,600.0
